147	1	782	419	6	6	
148	1	784	418	8	8	
149	1	786	418	8	8	
150	1	790	422	6	8	
151	1	792	429	6	6	
152	1	794	434	8	7	
153	1	798	434	6	8	
154	1	800	434	10	10	
155	1	804	434	8	8	
156	1	808	434	8	9	
157	1	812	435	6	7	
158	1	814	431	8	7	
159	1	817	425	7	7	
160	1	820	421	6	7	
161	1	822	419	8	9	
162	1	824	416	10	12	
163	1	828	417	6	8	
164	1	830	413	8	7	
165	1	832	405	8	6	
166	1	834	401	8	8	
167	1	838	400	8	7	
168	1	840	401	8	9	
169	1	844	407	6	7	
170	1	846	414	8	7	
171	1	848	417	11	11	
172	1	852	420	8	9	
173	1	854	422	8	7	
174	1	858	419	7	8	
175	1	860	416	8	8	
176	1	863	415	7	8	
177	1	864	413	12	12	
178	1	868	415	8	8	
179	1	872	416	6	7	
180	1	872	414	12	11	
181	1	876	416	7	7	
182	1	877	415	9	8	
183	1	878	414	10	10	
184	2	286	422	8	6	881	415	8	8	
185	2	286	421	6	5	883	413	8	8	
186	2	284	422	7	4	884	414	10	10	
187	2	282	422	6	4	887	415	7	8	
188	2	280	422	8	4	887	416	9	9	
189	2	278	420	8	6	888	415	10	9	
190	2	278	420	6	6	891	415	8	8	
443	1	657	451	4	3	
445	1	656	448	3	3	
446	1	656	443	4	4	
447	1	655	437	4	4	
449	1	654	433	5	5	
450	1	655	438	4	4	
451	1	655	440	4	5	
452	1	656	445	3	3	
453	1	656	446	4	4	
454	1	659	445	4	3	
455	1	661	443	4	4	
456	1	663	439	5	3	
457	1	665	437	5	5	
458	1	668	437	4	3	
459	1	671	440	3	3	
460	1	672	444	3	4	
461	1	673	449	5	4	
462	1	676	452	3	3	
463	1	676	449	4	3	
464	1	677	447	4	3	
465	1	677	445	3	3	
466	1	675	442	4	4	
467	1	672	439	4	5	
469	1	668	435	4	4	
471	1	662	425	4	4	
472	1	660	425	4	5	
473	1	658	427	4	5	
474	1	655	432	4	4	
475	1	652	434	3	4	
477	1	646	438	4	4	
479	1	643	433	5	4	
480	1	643	432	4	5	
481	1	640	424	4	4	
482	1	639	418	5	4	
483	1	639	414	4	4	
484	1	638	413	4	4	
485	1	639	417	5	4	
486	1	640	423	4	4	
487	1	642	435	4	3	
488	1	642	444	3	4	
489	1	641	443	4	4	
490	1	640	436	3	2	
491	1	640	431	3	4	
492	1	640	432	5	4	
493	1	642	432	3	4	
494	1	641	435	3	4	
495	1	641	435	5	5	
496	1	641	433	4	3	
497	1	641	428	4	4	
498	1	641	429	4	5	
499	1	641	433	4	5	
500	1	640	438	5	5	
501	1	640	447	5	3	
502	1	640	450	4	3	
503	1	641	449	4	4	
504	1	641	442	4	3	
505	1	641	436	4	5	
506	1	641	429	4	4	
507	1	641	427	4	4	
508	1	641	432	4	3	
509	1	640	438	5	5	
510	1	640	441	3	4	
511	1	640	443	4	5	
512	1	639	440	5	5	
513	1	640	434	5	5	
514	1	641	427	4	4	
515	1	640	427	5	4	
516	1	640	428	4	4	
517	1	640	432	4	5	
518	1	640	438	4	4	
519	1	640	442	4	4	
520	1	640	444	3	4	
521	1	640	443	3	5	
522	1	640	442	3	4	
523	1	640	442	3	4	
524	1	640	442	3	5	
525	1	640	439	3	4	
526	1	640	435	3	4	
527	1	639	431	4	3	
528	1	638	427	4	4	
529	1	637	426	5	4	
530	1	638	430	4	3	
531	1	638	433	4	4	
532	1	638	435	4	4	
533	1	638	435	4	4	
534	1	638	434	3	3	
535	1	638	433	3	4	
536	1	637	427	4	4	
537	1	637	426	4	4	
538	1	638	427	3	4	
539	1	638	428	3	3	
540	1	638	430	3	4	
541	1	639	428	4	3	
542	1	641	426	4	4	
543	1	641	425	5	3	
544	1	643	424	4	4	
545	1	646	425	3	4	
546	1	646	424	4	3	
547	1	648	421	5	4	
548	1	650	423	4	5	
549	1	652	424	3	4	
550	1	654	428	3	4	
551	1	656	431	3	4	
552	1	658	436	3	4	
553	1	660	434	4	4	
554	1	661	432	4	4	
555	1	662	426	4	3	
556	1	664	419	4	4	
557	1	666	415	4	3	
558	1	667	410	4	3	
559	1	668	406	5	4	
560	2	670	403	3	5	753	437	5	4	
561	2	670	401	6	5	755	437	6	4	
562	2	671	405	4	4	756	440	4	4	
563	2	670	411	5	4	756	447	4	4	
564	2	670	412	5	4	756	448	4	3	
565	2	670	412	5	4	756	448	4	5	
566	2	669	403	4	4	754	439	5	4	
567	2	668	394	5	6	755	430	3	7	
568	2	667	388	5	4	754	424	5	4	
569	2	665	389	6	4	752	425	6	5	
570	2	752	434	4	5	752	432	6	5
571	2	663	405	5	4	752	441	3	4	
572	2	664	415	4	4	751	452	5	4	
573	2	662	424	6	3	750	459	5	5	
574	2	662	429	6	7	751	467	5	4	
575	2	660	438	8	5	750	475	4	4	
576	2	660	446	7	6	749	485	5	6	
577	2	658	454	6	5	748	491	4	5	
578	2	659	458	7	4	748	496	4	3	
579	2	658	458	6	4	748	497	4	4	
580	2	658	458	4	2	748	495	4	5	
581	2	658	448	4	4	748	486	4	3	
582	2	656	440	6	5	748	479	5	6	
583	2	656	436	6	5	749	475	4	5	
584	2	656	431	5	6	748	471	4	6	
585	2	749	464	4	5	748	467	4	6	
586	2	656	422	4	5	748	462	5	5	
587	2	749	456	5	4	748	455	5	5
588	2	654	408	7	6	748	448	6	5	
589	2	655	406	4	4	748	444	5	5	
590	2	654	402	6	4	749	440	4	6	
591	2	652	397	6	5	748	437	5	5	
592	2	653	392	5	3	748	431	5	4	
593	2	653	390	4	4	749	429	5	4	
594	2	652	394	4	4	749	432	4	5	
595	2	653	404	3	3	748	442	6	4	
596	2	651	410	5	5	749	449	4	5	
597	2	650	418	6	5	749	458	5	6	
598	2	650	419	4	5	749	460	4	4	
599	2	650	420	5	3	749	459	4	4	
600	2	649	416	5	4	748	455	5	5	
601	2	648	412	4	4	748	452	4	6	
602	2	646	408	6	5	481	446	3	5	
603	3	479	443	5	5	647	406	4	4	747	445	6	5	
604	3	479	444	3	4	646	406	5	5	748	447	4	6	
605	3	748	442	4	6	646	402	4	5	477	440	2	5	
606	3	748	446	4	4	646	403	4	5	477	441	2	5
607	3	746	444	6	6	645	404	5	4	473	442	6	5	
608	3	747	443	5	5	645	403	5	4	473	442	6	5
609	3	748	442	4	6	644	402	4	4	471	441	5	4	
610	3	747	445	6	5	643	402	4	4	468	441	5	5	
611	3	747	443	5	4	643	402	4	4	468	440	5	5	
612	3	747	443	5	4	642	403	4	3	467	441	3	4
613	3	748	444	4	6	642	404	4	3	467	443	3	4	
614	3	748	446	5	4	640	404	5	4	462	444	5	3
615	3	747	445	6	5	640	404	5	4	462	444	5	3	
616	3	462	444	4	3	640	402	4	5	748	445	4	5	
617	3	748	444	4	6	640	402	4	4	461	443	3	4	
618	3	458	441	6	4	640	400	3	3	748	442	4	6	
619	3	747	441	4	5	639	399	4	4	458	440	4	6	
620	3	747	440	5	6	638	399	4	4	458	440	4	6
621	3	748	442	4	6	637	400	5	4	453	441	5	7	
622	3	748	440	6	8	637	395	5	4	451	438	5	4	
623	3	750	434	4	6	637	391	5	4	451	433	5	4	
624	3	451	428	4	5	636	386	6	4	749	428	5	6	
625	3	750	425	4	5	634	381	8	5	449	425	5	4	
626	3	447	422	4	5	636	380	4	4	748	422	7	8	
627	3	748	426	4	6	634	382	6	6	445	425	5	4	
628	3	444	434	5	5	634	392	4	3	748	436	4	5	
629	3	748	442	4	6	633	398	5	4	442	441	5	5	
630	3	748	444	4	5	633	398	5	4	442	441	5	5	
631	3	748	442	6	6	632	398	6	4	439	441	6	6	
632	3	749	440	5	7	632	398	6	4	439	441	6	6	
633	3	749	440	5	7	632	398	6	4	439	441	6	6	
634	3	750	436	4	6	631	390	6	5	435	433	5	5
635	3	750	434	4	6 	631	386	5	4	434	431	6	5	
636	3	750	433	4	6 	433	431	5	5	632	386	4	4		
637	3	750	432	4	6	630	384	6	6	433	430	5	4	
638	3	750	430	5	8 	630	383	6	5	432	428	4	4	
639	3	750	428	5	8 	630	382	4	4	430	426	4	4	
640	3	750	427	6	7 	628	377	7	6	428	424	5	5	
641	3	750	427	6	7 	628	377	7	6	428	424	5	5	
642	3	750	426	6	6	630	379	4	5 	427	424	5	5		
643	3	752	428	4	4 	628	378	6	5	425	423	5	4	
644	3	752	428	4	4	628	378	6	5	425	423	5	4
714	3	744	436	7	6 	610	382	6	6	746	435	4	7	
715	3	744	436	7	6 	609	381	7	7	385	433	5	5	
716	3	385	433	4	6	610	384	6	4	744	436	7	6	
717	3	746	436	4	6	610	384	6	4	384	433	6	5	
718	3	385	434	6	5	610	384	6	4	746	436	4	6	
719	3	385	434	6	5	610	384	6	4	746	436	4	6	
720	3	385	434	6	5	610	384	6	4	746	436	4	6	
721	3	385	434	6	5	610	384	6	4	746	436	4	6	
722	3	385	434	6	5	610	384	6	4	746	436	4	6	
723	3	385	433	5	5	609	381	7	8	745	436	5	5	
724	3	385	433	5	5	609	381	7	8	745	436	5	5	
725	3	385	433	5	5	609	381	7	8	745	436	5	5	
726	3	385	433	5	5	609	381	7	8	745	436	5	5	
727	3	385	433	5	5	609	381	7	8	745	436	5	5	
728	3	385	433	5	5	609	381	7	8	745	436	5	5	
729	3	385	433	5	5	609	381	7	8	745	436	5	5	
730	3	385	433	5	5	609	381	7	8	745	436	5	5	
731	3	385	433	5	5	609	381	7	8	745	436	5	5	
732	3	385	433	5	5	609	381	7	8	745	436	5	5	
733	3	385	433	5	5	609	381	7	8	745	436	5	5	
